,location,price,type,bedrooms,bathrooms,furnishing,listed by,super builtup area (ft²),carpet area (ft²),bachelors allowed,maintenance (monthly),total floors,car parking,floor no,facing,project name
191,"Mumbra, Thane, Maharashtra","₹ 10,000",Apartments,1,1,Unfurnished,Dealer,560,390,,,7,,1,,Tmc shimla park
192,"Andheri West, Mumbai, Maharashtra","₹ 1,60,000",Apartments,3,3,Furnished,Dealer,2100,1500,No,,30,1,8,,
193,"Mumbra, Thane, Maharashtra","₹ 7,500",Apartments,1,1,Unfurnished,Dealer,400,400,,,4,,3,,Tmc shimla park area
194,"Worli, Mumbai, Maharashtra","₹ 3,19,00,000",Apartments,3,3,Furnished,Dealer,1900,1250,No,28000,59,2,17,North-East,
195,"Vishrant Wadi, Pune, Maharashtra","₹ 24,000",Apartments,2,2,Furnished,Owner,1500,1200,Yes,22000,9,1,3,North,
196,"Vasai East, Mumbai, Maharashtra","₹ 9,000",Apartments,1,2,Semi-Furnished,Dealer,650,386,No,1,7,0,6,East,
197,"Vasai East, Mumbai, Maharashtra","₹ 11,000",Apartments,2,2,Semi-Furnished,Dealer,950,650,No,0,14,1,10,East,
198,"Virar West, Mumbai, Maharashtra","₹ 6,500",Apartments,1,2,Unfurnished,Dealer,450,450,,0,4,,1,West,BEST DEAL Real Estate VIRAR east or west
199,"Hinjewadi Rajiv Gandhi Infotech Park Phase 1, Pune, Maharashtra","₹ 16,500",Apartments,2,2,Furnished,Owner,846,627,Yes,0,4,1,2,,prem mairah residences hinjawadi
200,"Dronagiri, Navi Mumbai, Maharashtra","₹ 20,000",Apartments,3,3,Semi-Furnished,Dealer,1400,950,Yes,0,15,1,5,East,
201,"Girgaum, Mumbai, Maharashtra","₹ 25,000",Houses & Villas,1,1,Semi-Furnished,Owner,275,250,Yes,500,3,0,2,East,
202,"Handewadi, Pune, Maharashtra","₹ 8,000",Apartments,1,1,Semi-Furnished,Owner,500,475,Yes,500,3,0,3,North,
203,"Bhekrai Nagar, Pune, Maharashtra","₹ 8,000",Apartments,1,2,Semi-Furnished,Owner,900,700,Yes,0,6,1,5,South-West,
204,"Borivali East, Mumbai, Maharashtra","₹ 6,00,000",Apartments,1,,Semi-Furnished,Dealer,300,225,Yes,0,7,,7,East,Torna
205,"Dombivli Phase 2, Thane, Maharashtra","₹ 8,000",Apartments,1,2,Unfurnished,Dealer,783,507,Yes,2000,18,1,5,East,
206,"Shoyange Nagar, Pune, Maharashtra","₹ 15,000",Houses & Villas,2,2,Unfurnished,Owner,2000,1300,Yes,500,2,0,1,East,
207,"Hinjewadi Rajiv Gandhi Infotech Park Phase 2, Pune, Maharashtra","₹ 14,000",Apartments,2,2,Semi-Furnished,Dealer,1100,850,Yes,0,20,1,9,East,
208,"Kurla East, Mumbai, Maharashtra","₹ 15,000",Apartments,1,1,Semi-Furnished,Owner,275,275,No,1200,7,1,7,East,
209,"Dhayri, Pune, Maharashtra","₹ 3,500",Apartments,1,1,Unfurnished,Owner,2862,308,Yes,600,3,0,2,North,
210,"Taloja, Navi Mumbai, Maharashtra","₹ 4,20,000",Builder Floors,1,1,Unfurnished,Dealer,550,520,Yes,1000,7,1,7,,Moon light
211,"Ashok Nagar Near Chandan Nagar, Pune, Maharashtra","₹ 9,000",Apartments,1,1,Semi-Furnished,Owner,780,650,Yes,300,4,0,4,North-West,
212,"Kurla West, Mumbai, Maharashtra","₹ 30,000",Apartments,2,1,Semi-Furnished,Dealer,950,607,,,4,1,2,East,Taximan colony kurla west
213,"Shivaji Nagar, Mumbai, Maharashtra","₹ 5,500",Houses & Villas,1,1,Unfurnished,Owner,300,300,,5500,0,0,0,East,Private
214,"Sadar Bazaar, Nagpur, Maharashtra","₹ 9,000",Houses & Villas,3,3,Semi-Furnished,Dealer,1600,1250,Yes,,,3+,,East,Patra Real Estate
215,"Vidyapeeth Colony, Amravati, Maharashtra","₹ 6,000",Houses & Villas,3,1,Semi-Furnished,Owner,900,1550,No,,,,0,East,
216,"Ulwe, Navi Mumbai, Maharashtra","₹ 12,500",Apartments,2,2,Semi-Furnished,Dealer,1145,750,Yes,0,13,1,3,East,
217,"Ulwe, Navi Mumbai, Maharashtra","₹ 5,500",Apartments,1,2,Semi-Furnished,Dealer,435,195,,1,4,0,1,East,On request
218,"Warje, Pune, Maharashtra","₹ 6,000",Houses & Villas,1,1,Unfurnished,Owner,350,350,Yes,,2,0,1,East,satguru krupa
219,"Airoli, Navi Mumbai, Maharashtra","₹ 7,000",Houses & Villas,1,1,Unfurnished,Owner,350,300,Yes,200,1,0,0,West,
220,"Saras Nagar, Ahmadnagar, Maharashtra","₹ 1,500",Houses & Villas,1,1,Unfurnished,Owner,150,200,Yes,200,1,0,1,East,
221,"Kiwale, Pune, Maharashtra","₹ 7,000",Apartments,1,1,Unfurnished,Owner,500,400,Yes,500,3,1,3,East,
222,"Bhagya Nagar, Jalna, Maharashtra","₹ 4,500",Apartments,1,1,Semi-Furnished,Owner,950,900,Yes,0,1,0,1,South-East,
223,"Tetavli, Thane, Maharashtra","₹ 6,000",Apartments,1,1,Unfurnished,Owner,585,585,Yes,800,8,0,6,North-West,
224,"Kondhwa Khurd, Pune, Maharashtra","₹ 16,000",Houses & Villas,2,2,Semi-Furnished,Owner,1600,1300,Yes,0,2,1,2,,
225,none,,,,,,,,,,,,,,,
226,"Gangotri Nagar, Pune, Maharashtra","₹ 6,500",Houses & Villas,,1,Unfurnished,Owner,450,400,Yes,150,2,0,2,,Shri niwas
227,"Ambarnath, Ulhasnagar, Maharashtra","₹ 12,000",Apartments,2,2,Unfurnished,Dealer,950,750,Yes,0,18,3+,11,East,
228,"Kothrud, Pune, Maharashtra","₹ 1,000",Apartments,1,1,Semi-Furnished,Owner,650,600,Yes,,4,,3,South,Shree Govinda Apartment
229,"Karve Nagar, Pune, Maharashtra","₹ 2,000",Apartments,1,1,Semi-Furnished,,500,500,Yes,0,3,,3,,
230,"Godoli Naka, Satara, Maharashtra","₹ 5,500",Apartments,1,1,Semi-Furnished,Owner,650,600,No,,4,1,1,North-East,Sai Darshan
231,"Telephone nagar, Nagpur, Maharashtra","₹ 4,000",Builder Floors,2,2,Furnished,Owner,2500,1500,Yes,0,2,2,1,North,
232,"Mira Road, Mumbai, Maharashtra","₹ 16,00,000",Apartments,2,2,Unfurnished,Dealer,975,620,No,,12,0,5,North-East,Swarna Unique Garden
233,"Boisar West, Palghar, Maharashtra","₹ 6,000",Apartments,1,1,Semi-Furnished,Owner,702,700,Yes,1000,3,1,2,North-West,
234,"Hadapsar, Pune, Maharashtra","₹ 7,500",Apartments,1,1,Unfurnished,Owner,550,450,Yes,0,4,2,1,East,
235,"Parel, Mumbai, Maharashtra","₹ 70,000",Apartments,1,1,Furnished,Dealer,500,400,Yes,0,31,0,10,West,
236,"Virar West, Mumbai, Maharashtra","₹ 15,000",Apartments,2,2,Semi-Furnished,Dealer,1015,650,No,2500,7,0,7,West,
237,"Bavdhan, Pune, Maharashtra","₹ 9,500",Apartments,3,1,Furnished,Owner,1100,1050,Yes,,,1,3,,Aura ville
238,"Kharghar, Navi Mumbai, Maharashtra","₹ 25,000",Builder Floors,2,2,Semi-Furnished,Dealer,1200,750,Yes,0,7,1,1,North-East,
239,"Vichumbe, Navi Mumbai, Maharashtra","₹ 8,000",Apartments,1,1,Unfurnished,Dealer,650,450,Yes,0,3,1,1,North-East,
240,"Vadgaon, Pune, Maharashtra","₹ 10,000",Apartments,1,1,Unfurnished,Owner,600,550,Yes,700,5,0,2,North-West,
241,"Diva, Thane, Maharashtra","₹ 3,500",Apartments,1,1,Unfurnished,Dealer,545,425,Yes,500,7,0,4,North-East,
242,"Siddhivinayak Nagar, Amravati, Maharashtra","₹ 10,000",Houses & Villas,2,2,Semi-Furnished,Owner,1600,600,No,,2,1,1,,
243,"Vichumbe, Navi Mumbai, Maharashtra","₹ 8,500",Apartments,1,1,Unfurnished,Dealer,650,450,Yes,0,4,1,4,North-West,
244,"Ulwe, Navi Mumbai, Maharashtra","₹ 8,500",Builder Floors,1,1,Unfurnished,Dealer,650,450,Yes,0,4,1,1,North-West,
245,"Cole N V, Thane, Maharashtra","₹ 11,000",Apartments,2,2,Unfurnished,Dealer,740,538,Yes,0,18,1,10,East,
246,"Kanakia Road, Mumbai, Maharashtra","₹ 18,000",Apartments,1,2,Furnished,Dealer,780,550,No,0,7,0,1,North-East,
247,"Kolshet Road, Thane, Maharashtra","₹ 23,000",Apartments,2,2,Semi-Furnished,Dealer,668,535,No,4000,26,1,1,North,
248,"Gopalpatti, Pune, Maharashtra","₹ 6,000",Apartments,1,1,Unfurnished,Owner,550,450,Yes,500,4,0,1,East,
249,"Kasheli Village, Bhiwandi, Maharashtra","₹ 6,000",Apartments,,1,Unfurnished,Dealer,450,300,No,0,3,1,1,East,Sini Enclave
250,"Bhayandar, Thane, Maharashtra","₹ 12,000",Builder Floors,1,1,Unfurnished,Owner,310,275,No,400,3,0,311,North-West,
251,"Adgaon Naka, Nashik, Maharashtra","₹ 10,000",Apartments,2,2,Semi-Furnished,Owner,980,780,No,1000,4,1,4,East,
252,"Ulwe, Navi Mumbai, Maharashtra","₹ 8,500",Apartments,1,2,Unfurnished,Dealer,680,410,No,,4,,3,,
253,"Ulwe, Navi Mumbai, Maharashtra","₹ 10,000",Apartments,2,2,Unfurnished,Dealer,1000,650,,,4,1,2,East,ON REQUEST
254,"Takka Colony, Navi Mumbai, Maharashtra","₹ 21,500",Apartments,3,3,Semi-Furnished,Owner,1500,1300,Yes,0,8,1,1,East,
255,"Santacruz West, Mumbai, Maharashtra","₹ 25,000",Houses & Villas,4,4,Furnished,Owner,3300,2600,No,,2,3+,2,North,Khandala
256,"Vijay Nagar, Nashik, Maharashtra","₹ 4,000",Houses & Villas,1,1,Unfurnished,Owner,600,500,No,0,2,0,0,,
257,"Chandan Nagar, Pune, Maharashtra","₹ 2,000",Apartments,1,1,Semi-Furnished,Owner,600,500,Yes,100,5,1,2,North-West,
258,"Narayangaon, Junnar, Maharashtra","₹ 4,500",Builder Floors,1,1,Unfurnished,Owner,750,650,Yes,0,4,0,3,West,
259,"Somalwada, Nagpur, Maharashtra","₹ 6,000",Houses & Villas,1,2,Unfurnished,Owner,1500,1500,No,0,2,1,1,North-East,
260,"Marol, Mumbai, Maharashtra","₹ 10,000",Houses & Villas,1,1,Semi-Furnished,Owner,420,370,Yes,10000,0,0,0,North-East,
261,"Nashik Road, Nashik, Maharashtra","₹ 5,500",Apartments,1,1,Semi-Furnished,Builder,650,625,No,400,3,1,2,East,
262,"Kala Darwaza, Aurangabad, Maharashtra","₹ 6,000",Apartments,1,1,Unfurnished,Owner,550,550,No,0,2,0,1,East,
263,"SUS, Pune, Maharashtra","₹ 17,000",Apartments,2,2,Unfurnished,Dealer,950,780,Yes,0,12,1,7,East,
264,"Kasarvadavli, Thane, Maharashtra","₹ 19,500",Apartments,2,2,Semi-Furnished,Owner,1100,800,Yes,,7,1,3,East,Thrupti CHS
265,"Kurla West, Mumbai, Maharashtra","₹ 10,000",Apartments,1,1,Semi-Furnished,Dealer,180,140,,100,9,0,7,North-West,AL Shifa
266,"Dighori, Nagpur, Maharashtra","₹ 1,500",Apartments,2,2,Unfurnished,Owner,600,500,Yes,0,5,1,2,East,
267,"Baner - Mahalunge Road, Pune, Maharashtra","₹ 15,000",Apartments,2,2,Unfurnished,Dealer,910,710,Yes,,20,1,12,East,quili
268,"Baner - Mahalunge Road, Pune, Maharashtra","₹ 17,000",Apartments,2,2,Unfurnished,Dealer,890,700,Yes,,9,1,9,North-East,Equ
269,"Nilje Gaon, Navi Mumbai, Maharashtra","₹ 10,000",Apartments,2,2,Unfurnished,Dealer,820,584,Yes,0,8,1,3,North,
270,"Ghodbuder Road, Thane, Maharashtra","₹ 30,000",Apartments,2,2,Furnished,Owner,1000,700,No,0,30,1,7,North-East,
271,"Balaji Nagar, Shirpur, Maharashtra","₹ 3,000",Houses & Villas,1,1,Unfurnished,Owner,600,600,Yes,0,2,1,2,East,
272,"Virar West, Mumbai, Maharashtra","₹ 7,500",Apartments,2,2,Semi-Furnished,Dealer,635,400,No,1,7,1,4,East,
273,"Wakad, Pune, Maharashtra","₹ 19,000",Apartments,2,2,Unfurnished,Owner,1050,850,No,,11,2,9,East,Adi Skyline
274,"CIDCO N4 Area, Aurangabad, Maharashtra","₹ 7,000",Houses & Villas,1,1,Semi-Furnished,Owner,300,320,No,,2,0,1,East,
275,"Baner, Pune, Maharashtra","₹ 23,000",Apartments,3,3,Unfurnished,Dealer,1650,1300,Yes,0,12,1,10,West,
276,"Nilje Gaon, Navi Mumbai, Maharashtra","₹ 10,500",Apartments,2,2,Unfurnished,Dealer,820,584,Yes,0,8,1,6,North,
277,"Balewadi, Pune, Maharashtra","₹ 19,000",Apartments,2,2,Unfurnished,Dealer,1200,800,Yes,0,10,1,7,East,
278,"Shirgaon, Badlapur, Maharashtra","₹ 5,000",Builder Floors,1,2,Unfurnished,Owner,600,450,Yes,1200,3,1,2,West,
279,"Gandat Prabhu Nagar, Nagpur, Maharashtra","₹ 4,000",Builder Floors,1,1,Unfurnished,Owner,250,220,No,,,,1,North,
280,"Virar West, Thane, Maharashtra","₹ 6,000",Apartments,1,1,Unfurnished,Dealer,680,390,No,,4,,1,East,Shaalini shobha
281,"Virar West, Mumbai, Maharashtra","₹ 9,000",Apartments,1,2,Semi-Furnished,Dealer,650,420,No,2500,7,0,1,West,
282,"Subhash Nagar, Nagpur, Maharashtra","₹ 13,000",Apartments,2,2,Furnished,Owner,2000,1000,Yes,1500,4,1,3,North-East,
283,"Nalasopara West, Mumbai, Maharashtra","₹ 4,999",Apartments,1,1,Semi-Furnished,Dealer,550,460,Yes,0,4,0,3,West,
284,"Uchgaon, Kolhapur, Maharashtra","₹ 8,000",Houses & Villas,,1,Unfurnished,Owner,1000,800,No,,,0,,,
285,"Rajarampuri, Kolhapur, Maharashtra","₹ 9,000",Apartments,1,1,Semi-Furnished,Owner,560,510,Yes,0,3,0,3,North,
286,"Virar West, Mumbai, Maharashtra","₹ 6,300",Apartments,1,1,Semi-Furnished,Dealer,720,450,No,0,1,1,2,West,
287,"Majiwada, Thane, Maharashtra","₹ 19,000",Apartments,2,2,Semi-Furnished,Dealer,662,530,No,5000,34,1,3,North,
288,"Shilphata Road, Navi Mumbai, Maharashtra","₹ 9,000",Apartments,1,1,Unfurnished,Dealer,650,421,No,0,24,1,23,West,
289,"Versova Gaon, Thane, Maharashtra","₹ 10,000",Builder Floors,1,1,Unfurnished,Dealer,250,160,Yes,0,4,0,2,South-West,
290,"Shilphata, Navi Mumbai, Maharashtra","₹ 9,000",Apartments,1,2,Unfurnished,Dealer,650,421,No,0,24,1,23,West,
291,"Nanded City, Pune, Maharashtra","₹ 16,000",Apartments,2,2,Semi-Furnished,Dealer,950,850,Yes,0,22,1,9,East,
292,"Kandivali West, Mumbai, Maharashtra","₹ 25,000",Apartments,2,2,Unfurnished,Owner,670,560,No,2500,4,0,3,South-West,
293,"Mira Road, Mumbai, Maharashtra","₹ 15,00,000",Apartments,2,2,Unfurnished,Dealer,900,690,No,0,23,0,10,East,
294,"Nanded City, Pune, Maharashtra","₹ 12,000",Apartments,1,1,Furnished,Dealer,575,500,Yes,0,11,1,5,East,
295,"Dhanori, Pune, Maharashtra","₹ 15,000",Apartments,1,1,Furnished,Owner,650,600,Yes,1500,8,1,3,East,
296,"Meri Colony, Nashik, Maharashtra","₹ 12,000",Apartments,2,2,Furnished,Owner,1350,965,No,500,4,1,1,North,
297,"Gajanan Colomy, Gondiya, Maharashtra","₹ 3,000",Apartments,1,1,Unfurnished,Owner,1000,1000,No,,,0,1,East,
298,"Nerul, Navi Mumbai, Maharashtra","₹ 9,000",Apartments,1,1,Unfurnished,Dealer,550,425,Yes,0,4,0,4,North,
299,"Ghansoli, Navi Mumbai, Maharashtra","₹ 6,000",Apartments,1,1,Unfurnished,Dealer,400,250,Yes,,4,1,3,East,KARTIK ENTERPRISES
300,"Gangapur Road, Nashik, Maharashtra","₹ 12,500",Apartments,2,2,Unfurnished,Dealer,1200,900,No,500,4,1,1,West,
301,"Govind Nagar, Nashik, Maharashtra","₹ 32,000",Apartments,3,3,Furnished,Dealer,1600,1400,No,1500,13,1,10,East,
302,"Mahalunge, Pune, Maharashtra","₹ 16,500",Apartments,3,2,Unfurnished,Owner,1240,950,Yes,2500,7,1,5,West,
303,"Vrundavan Nagar, Nashik, Maharashtra","₹ 6,000",Houses & Villas,2,2,Unfurnished,Owner,1100,850,No,,,1,,East,Gurukrupa row house naer MahaLaxmi towar jatrahotel road Adagaonshivar
304,"Wakad, Pune, Maharashtra","₹ 18,500",Apartments,2,2,Unfurnished,Owner,1030,780,No,0,11,1,7,East,
305,"Bund Garden, Pune, Maharashtra","₹ 55,000",Apartments,2,3,Furnished,Owner,1700,1475,Yes,4500,3,1,1,East,
306,"Ulwe, Navi Mumbai, Maharashtra","₹ 9,500",Apartments,2,2,Unfurnished,Dealer,1100,700,,,13,,5,,9773792989
307,"Mira Road, Mumbai, Maharashtra","₹ 18,500",Apartments,1,1,Semi-Furnished,Dealer,505,330,Yes,0,4,1,0,North,
308,"Airoli, Navi Mumbai, Maharashtra","₹ 2,50,000",Apartments,,,,Owner,350,350,,,,0,1,,
309,"Cole N V, Thane, Maharashtra","₹ 8,500",Apartments,2,2,Unfurnished,Dealer,785,585,Yes,0,18,1,15,West,
310,"Khopat, Thane, Maharashtra","₹ 3,000",Houses & Villas,,1,Unfurnished,Dealer,300,300,Yes,,,,,,
311,"Wadgaon Sheri, Pune, Maharashtra","₹ 12,500",Builder Floors,1,1,Unfurnished,Owner,550,445,Yes,500,4,0,4,North-East,
312,"Nagalapark, Kolhapur, Maharashtra","₹ 12,000",Apartments,2,2,Semi-Furnished,Dealer,1050,950,No,1500,6,1,2,East,
313,"Ashok Nagar Near Chandan Nagar, Pune, Maharashtra","₹ 9,500",Apartments,1,1,Unfurnished,Owner,1000,850,Yes,0,4,0,0,North-West,
314,"Aundh, Pune, Maharashtra","₹ 9,000",Apartments,2,1,Furnished,Owner,1100,900,Yes,0,5,,4,,
315,"Narhe, Pune, Maharashtra","₹ 1,500",Apartments,1,1,Semi-Furnished,Owner,550,450,Yes,300,4,0,4,East,
316,"Ghansoli, Navi Mumbai, Maharashtra","₹ 4,500",Houses & Villas,1,1,Unfurnished,Owner,182,140,Yes,0,0,0,0,North,
317,"Seawoods, Navi Mumbai, Maharashtra","₹ 23,000",Apartments,1,1,Furnished,Dealer,600,450,,,4,,2,,Sheetal kunj
318,"Hadapsar, Pune, Maharashtra","₹ 15,000",Houses & Villas,2,2,Semi-Furnished,Dealer,1036,789,Yes,0,2,1,1,East,
319,"Nerul, Navi Mumbai, Maharashtra","₹ 10,00,000",Apartments,1,1,Unfurnished,Dealer,650,450,No,1200,4,0,4,West,
320,"Vishnu nagar Dombivli west, Thane, Maharashtra","₹ 10,000",Apartments,1,1,Unfurnished,Dealer,150,150,,0,,0,,East,Shree samarth krupa estate agents
321,"Malad West, Mumbai, Maharashtra","₹ 6,500",Apartments,1,1,Semi-Furnished,Owner,320,300,Yes,6500,24,0,14,East,
322,"Ambegaon, Pune, Maharashtra","₹ 9,000",Apartments,2,2,Unfurnished,Owner,800,750,No,,6,3+,3,South-East,Venusadan
323,"Bhayandar East, Mumbai, Maharashtra","₹ 9,100",Apartments,1,1,Semi-Furnished,Owner,425,250,Yes,600,4,1,0,East,
324,"Sawedi New Premdan HUDCO, Ahmadnagar, Maharashtra","₹ 5,000",Houses & Villas,1,1,Semi-Furnished,Dealer,600,500,Yes,,2,3+,,,Indian properties
325,"Panvel, Navi Mumbai, Maharashtra","₹ 12,000",Apartments,2,2,Unfurnished,Dealer,1090,627,Yes,0,35,1,6,East,
326,"Andheri West, Mumbai, Maharashtra","₹ 1,10,000",Apartments,3,3,Furnished,Dealer,2105,1200,Yes,,31,1,11,,
327,"Phursungi, Pune, Maharashtra","₹ 4,000",Apartments,1,1,,Owner,400,450,Yes,300,3,0,2,East,SHINDE HOUSE
328,"Nerul, Navi Mumbai, Maharashtra","₹ 20,000",Apartments,2,1,Semi-Furnished,Dealer,600,450,,,7,,2,,Krishna kamal chs
329,"Manpada, Thane, Maharashtra","₹ 22,000",Apartments,2,2,Furnished,Dealer,1050,750,,,7,0,7,East,
330,"Hadapsar, Pune, Maharashtra","₹ 11,000",Apartments,2,2,Semi-Furnished,Dealer,970,640,Yes,0,11,1,10,East,
331,"Vishnu nagar Dombivli west, Thane, Maharashtra","₹ 10,000",Apartments,1,2,Semi-Furnished,Dealer,700,600,,0,7,0,5,East,Shree samarth krupa estate agents
332,"Manpada, Thane, Maharashtra","₹ 65,000",Apartments,4,3,Semi-Furnished,Dealer,1875,1500,No,8000,30,1,4,North,
333,"Hadapsar, Pune, Maharashtra","₹ 3,000",Apartments,2,2,Unfurnished,Owner,1500,1200,Yes,500,,3,,East,2 bhk flat on rent
334,"Karve Nagar, Pune, Maharashtra","₹ 18,000",Apartments,1,1,Furnished,Owner,450,650,No,18000,11,1,7,East,
335,"Naupada, Thane, Maharashtra","₹ 38,000",Apartments,2,2,Semi-Furnished,Dealer,1000,650,No,0,15,1,7,North-West,
336,"Chinchwad Ruston Colony, Pune, Maharashtra","₹ 6,500",Houses & Villas,1,1,Unfurnished,Owner,450,400,Yes,,3,0,1,West,"House no A-40, Shivprasad colony, sr no 37/3/2, Dagdoba chowk"
337,"Taloja Panchanand, Navi Mumbai, Maharashtra","₹ 7,000",Apartments,1,1,Unfurnished,Dealer,640,400,No,0,18,0,11,North-West,
338,"Hadapsar, Pune, Maharashtra","₹ 7,500",Apartments,1,1,Semi-Furnished,Dealer,670,470,,0,11,1,9,East,Ratan Neptune
339,"Jaitala, Nagpur, Maharashtra","₹ 15,000",Apartments,2,2,Semi-Furnished,Dealer,1100,950,,1000,5,1,3,East,Sai nath consultancy
340,"Gangapur Road, Nashik, Maharashtra","₹ 4,500",Houses & Villas,1,1,Unfurnished,Owner,300,250,No,200,,,,,
341,"Kothrud, Pune, Maharashtra","₹ 8,500",Apartments,1,1,Unfurnished,Dealer,350,300,Yes,100,3,,1,East,
342,"Ulwe, Navi Mumbai, Maharashtra","₹ 6,500",Apartments,1,1,Unfurnished,Dealer,650,650,Yes,0,7,,2,East,7208315913
343,"Kothrud, Pune, Maharashtra","₹ 18,000",Apartments,2,1,Semi-Furnished,Dealer,900,800,Yes,,,,,,
344,"Versova, Mumbai, Maharashtra","₹ 14,500",Builder Floors,1,1,Unfurnished,Dealer,400,350,Yes,0,3,0,2,East,
345,"Hadapsar, Pune, Maharashtra","₹ 8,500",Houses & Villas,1,1,Unfurnished,Owner,650,650,No,200,2,0,2,West,
346,"Kolshet Road, Thane, Maharashtra","₹ 24,999",Apartments,2,2,Semi-Furnished,Dealer,840,672,No,4000,30,1,29,North,
347,"Nanded City, Pune, Maharashtra","₹ 1,400",Apartments,1,1,Unfurnished,Dealer,400,450,Yes,300,5,3+,2,West,
348,none,,,,,,,,,,,,,,,
349,"Satara, Aurangabad, Maharashtra","₹ 50,000",Apartments,4,4,Semi-Furnished,Dealer,3500,2770,Yes,1000,2,1,0,East,
350,"Shahnoorwadi, Aurangabad, Maharashtra","₹ 16,000",Apartments,2,2,Semi-Furnished,,1500,1170,No,500,6,1,2,North,pam
351,"Ulwe, Navi Mumbai, Maharashtra","₹ 20,000",Apartments,3,2,Unfurnished,Dealer,1750,1200,Yes,0,14,1,9,East,
352,"Mustafabad, Aurangabad, Maharashtra","₹ 12,000",Apartments,2,2,Unfurnished,Dealer,1700,1200,No,100,2,1,0,East,
353,"CIDCO N3 Area, Aurangabad, Maharashtra","₹ 65,000",Houses & Villas,4,3,Semi-Furnished,Dealer,3500,3000,Yes,500,2,1,0,North,
354,"Satara, Aurangabad, Maharashtra","₹ 10,000",Apartments,2,2,Unfurnished,Dealer,1100,900,No,100,4,1,3,North,
355,"Worli, Mumbai, Maharashtra","₹ 2,60,000",Apartments,3,3,Semi-Furnished,Dealer,2600,1946,No,28000,79,2,23,North-East,
356,"Wakad, Pune, Maharashtra","₹ 11,500",Apartments,1,1,Unfurnished,Owner,450,390,No,0,1,0,1,South,
357,"Dashmesh Nagar, Aurangabad, Maharashtra","₹ 12,000",Apartments,,,Unfurnished,Dealer,900,750,No,1000,2,1,0,North,dashmesh nagar
358,"Brahmand, Thane, Maharashtra","₹ 16,000",Apartments,1,2,Semi-Furnished,Owner,650,450,Yes,0,7,0,4,East,
359,"Kasarvadavli, Thane, Maharashtra","₹ 15,000",Apartments,2,2,Semi-Furnished,Owner,800,600,Yes,0,15,0,7,North-East,
360,"Malabar Hill, Mumbai, Maharashtra","₹ 25,000",Apartments,3,3,Semi-Furnished,Dealer,1000,800,Yes,0,10,0,6,West,
361,"Hinjewadi Rajiv Gandhi Infotech Park Phase 4, Pune, Maharashtra","₹ 8,000",Apartments,1,1,Semi-Furnished,Owner,600,500,Yes,0,5,1,1,East,
362,"Palava City, Mumbai, Maharashtra","₹ 8,500",Apartments,2,2,Unfurnished,Dealer,838,638,Yes,0,18,1,15,East,
363,"Kalyan West, Thane, Maharashtra","₹ 14,000",Apartments,1,1,Furnished,Dealer,600,450,No,,,,,,
364,"Kausa, Thane, Maharashtra","₹ 7,000",Apartments,1,1,Unfurnished,Dealer,550,550,Yes,500,4,0,3,North,
365,"Vishal Nagar, Pune, Maharashtra","₹ 12,000",Apartments,1,1,Semi-Furnished,Owner,600,0,No,,3,0,2,East,
366,"Kolshet Road, Thane, Maharashtra","₹ 25,999",Apartments,2,2,Semi-Furnished,,840,672,No,4000,28,1,7,North,Lodha Amara
367,"Katraj, Pune, Maharashtra","₹ 4,800",Apartments,1,1,Semi-Furnished,Owner,650,400,No,500,6,0,5,,Sundar Trigun Niwas
368,"Naupada, Thane, Maharashtra","₹ 21,000",Apartments,1,1,Semi-Furnished,Dealer,550,420,No,0,3,1,0,North-West,
369,"Ganga Nagar, Pune, Maharashtra","₹ 5,500",Apartments,1,1,Semi-Furnished,Owner,550,550,Yes,700,5,0,5,,
370,"Pimple Gurav, Pune, Maharashtra","₹ 10,500",Apartments,1,1,Unfurnished,Owner,927,640,Yes,1000,3,1,2,East,
371,"Thane East, Thane, Maharashtra","₹ 26,000",Apartments,2,2,Semi-Furnished,Dealer,900,650,Yes,0,3,0,3,North-West,
372,"Ghansoli, Navi Mumbai, Maharashtra","₹ 11,000",Apartments,1,2,Unfurnished,Dealer,550,320,Yes,,12,1,7,East,Kartik Enterprises
373,"Cole N V, Thane, Maharashtra","₹ 9,500",Apartments,2,2,Unfurnished,Dealer,790,586,Yes,0,8,1,4,East,
374,"Palava City, Thane, Maharashtra","₹ 5,000",Apartments,1,1,Unfurnished,Dealer,490,380,Yes,0,12,1,4,East,
375,none,,,,,,,,,,,,,,,
376,none,,,,,,,,,,,,,,,
377,"Jehan Circle, Nashik, Maharashtra","₹ 48,000",Apartments,4,4,Furnished,Dealer,2500,2000,No,1000,8,2,5,West,
378,"Dombivli East, Mumbai, Maharashtra","₹ 7,500",Apartments,1,2,Semi-Furnished,Dealer,693,500,Yes,0,18,1,7,North,
379,"Ulwe, Navi Mumbai, Maharashtra","₹ 11,000",Apartments,1,2,Semi-Furnished,Dealer,700,390,,,4,,2,,9773792989
380,"Kandivali West, Mumbai, Maharashtra","₹ 11,000",Houses & Villas,1,1,Unfurnished,Owner,550,400,Yes,,1,0,1,East,Jai Bharat Society
381,"Anandwali Shivar, Nashik, Maharashtra","₹ 14,000",Apartments,2,2,Semi-Furnished,Dealer,1200,900,No,1000,4,1,2,North,
